hospital,Категорія діагнозу,Діагноз,visit_month,Стать,age,counts
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-03,Чоловіча,y40-64,4
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-03,Чоловіча,y6-17,2
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-04,Жіноча,y18-39,16
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-04,Жіноча,y6-17,1
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-04,Чоловіча,y6-17,1
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-05,Жіноча,y18-39,1
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-05,Жіноча,y40-64,3
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-05,Жіноча,y6-17,1
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-05,Чоловіча,y18-39,6
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-06,Жіноча,y18-39,1
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-06,Жіноча,y6-17,1
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-06,Чоловіча,y18-39,4
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-07,Жіноча,y0-5,3
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-07,Жіноча,y18-39,2
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-07,Чоловіча,y0-5,2
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-07,Чоловіча,y18-39,2
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-08,Чоловіча,y18-39,1
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-09,Жіноча,y40-64,3
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-10,Жіноча,y18-39,2
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-10,Чоловіча,y18-39,4
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-11,Жіноча,y18-39,1
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-11,Чоловіча,y6-17,3
1,Дихальна система,R72 Стрептококова інфекція горла  ,2019-12,Жіноча,y18-39,8
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-01,Жіноча,y0-5,250
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-01,Жіноча,y18-39,261
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-01,Жіноча,y40-64,335
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-01,Жіноча,y6-17,570
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-01,Жіноча,y65+,50
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-01,Чоловіча,y0-5,304
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-01,Чоловіча,y18-39,391
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-01,Чоловіча,y40-64,351
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-01,Чоловіча,y6-17,616
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-01,Чоловіча,y65+,34
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-02,Жіноча,y0-5,328
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-02,Жіноча,y18-39,398
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-02,Жіноча,y40-64,393
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-02,Жіноча,y6-17,718
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-02,Жіноча,y65+,43
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-02,Чоловіча,y0-5,380
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-02,Чоловіча,y18-39,502
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-02,Чоловіча,y40-64,358
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-02,Чоловіча,y6-17,748
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-02,Чоловіча,y65+,28
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-03,Жіноча,y0-5,365
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-03,Жіноча,y18-39,256
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-03,Жіноча,y40-64,345
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-03,Жіноча,y6-17,594
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-03,Жіноча,y65+,38
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-03,Чоловіча,y0-5,379
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-03,Чоловіча,y18-39,514
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-03,Чоловіча,y40-64,318
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-03,Чоловіча,y6-17,651
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-03,Чоловіча,y65+,10
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-04,Жіноча,y0-5,433
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-04,Жіноча,y18-39,263
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-04,Жіноча,y40-64,271
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-04,Жіноча,y6-17,402
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-04,Жіноча,y65+,27
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-04,Чоловіча,y0-5,449
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-04,Чоловіча,y18-39,479
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-04,Чоловіча,y40-64,293
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-04,Чоловіча,y6-17,428
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-04,Чоловіча,y65+,10
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Жіноча,y0-5,387
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Жіноча,y18-39,193
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Жіноча,y40-64,204
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Жіноча,y6-17,322
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Жіноча,y65+,11
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Чоловіча,y0-5,401
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Чоловіча,y18-39,321
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Чоловіча,y40-64,183
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Чоловіча,y6-17,341
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-05,Чоловіча,y65+,16
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-06,Жіноча,y0-5,322
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-06,Жіноча,y18-39,156
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-06,Жіноча,y40-64,173
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-06,Жіноча,y6-17,152
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-06,Жіноча,y65+,11
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-06,Чоловіча,y0-5,403
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-06,Чоловіча,y18-39,285
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-06,Чоловіча,y40-64,217
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-06,Чоловіча,y6-17,162
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-06,Чоловіча,y65+,8
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-07,Жіноча,y0-5,321
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-07,Жіноча,y18-39,239
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-07,Жіноча,y40-64,253
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-07,Жіноча,y6-17,133
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-07,Жіноча,y65+,13
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-07,Чоловіча,y0-5,341
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-07,Чоловіча,y18-39,416
1,Дихальна система,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-07,Чоловіча,y40-64,313
