hospital,Діагноз,visit_month,Стать,age,counts,counts_unique
3,K74 ІХС із стенокардією  ,2019-01,Жіноча,y18-39,1,1.0
1,R21 Горло - симптом / скарга  ,2019-01,Жіноча,y6-17,1,1.0
3,K73 Вроджена аномалія ССС  ,2019-01,Чоловіча,y6-17,3,3.0
3,K73 Вроджена аномалія ССС  ,2019-01,Жіноча,y6-17,7,5.0
3,K73 Вроджена аномалія ССС  ,2019-01,Жіноча,y40-64,1,1.0
3,K73 Вроджена аномалія ССС  ,2019-01,Жіноча,y0-5,2,2.0
5,K75 Гострий інфаркт міокарда  ,2019-01,Жіноча,y40-64,1,
1,R72 Стрептококова інфекція горла  ,2019-01,Жіноча,y18-39,2,1.0
1,R72 Стрептококова інфекція горла  ,2019-01,Чоловіча,y18-39,3,2.0
3,H99 Захворювання вуха інші  ,2019-01,Чоловіча,y65+,1,1.0
3,H99 Захворювання вуха інші  ,2019-01,Жіноча,y18-39,1,1.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-01,Жіноча,,117,51.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-01,Жіноча,y0-5,250,124.0
1,R74 Гостра інфекція верхніх дихальних шляхів  ,2019-01,Жіноча,y18-39,261,130.0
3,"F99 Захворювання ока/придатків, інші  ",2019-01,Чоловіча,y40-64,2,1.0
3,N95 Головний біль напруги ,2019-01,Чоловіча,y6-17,1,1.0
3,"N99 Неврологічні захворювання, інші ",2019-01,Жіноча,y0-5,1,1.0
3,"N99 Неврологічні захворювання, інші ",2019-01,Жіноча,y18-39,14,10.0
1,K76 ІХС без стенокардії  ,2019-01,Чоловіча,y18-39,1,1.0
1,K76 ІХС без стенокардії  ,2019-01,Чоловіча,y40-64,59,38.0
1,K76 ІХС без стенокардії  ,2019-01,Чоловіча,y65+,70,44.0
3,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-01,Чоловіча,y40-64,1,
3,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-01,Чоловіча,y18-39,1,1.0
3,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-01,Жіноча,y65+,9,3.0
3,T99 Інші ендокринні розлади/порушення метаболізму/харчування ,2019-01,Жіноча,y40-64,4,1.0
3,T90 Інсулінонезалежний цукровий діабет  ,2019-01,Чоловіча,y65+,17,7.0
1,K76 ІХС без стенокардії  ,2019-01,Чоловіча,,5,4.0
3,T90 Інсулінонезалежний цукровий діабет  ,2019-01,Чоловіча,y40-64,11,8.0
3,T90 Інсулінонезалежний цукровий діабет  ,2019-01,Жіноча,y65+,52,29.0
3,T90 Інсулінонезалежний цукровий діабет  ,2019-01,Жіноча,y40-64,10,7.0
3,T90 Інсулінонезалежний цукровий діабет  ,2019-01,Жіноча,y18-39,1,
5,B80 Залізодефіцитна анемія  ,2019-01,Жіноча,y18-39,2,
5,B80 Залізодефіцитна анемія  ,2019-01,Жіноча,y40-64,2,
5,B80 Залізодефіцитна анемія  ,2019-01,Жіноча,y65+,2,
5,B80 Залізодефіцитна анемія  ,2019-01,Чоловіча,y65+,1,
1,K77 Серцева недостатність  ,2019-01,Жіноча,y65+,3,3.0
3,T90 Інсулінонезалежний цукровий діабет  ,2019-01,Чоловіча,y18-39,1,1.0
1,K77 Серцева недостатність  ,2019-01,Чоловіча,y40-64,2,2.0
1,K76 ІХС без стенокардії  ,2019-01,Жіноча,y65+,196,123.0
1,K76 ІХС без стенокардії  ,2019-01,Жіноча,y18-39,3,3.0
3,U95 Сечокам'яна хвороба ,2019-01,Чоловіча,y40-64,1,
3,U95 Сечокам'яна хвороба ,2019-01,Жіноча,y40-64,1,
3,U71 Цистит / сечова інфекція інша  ,2019-01,Чоловіча,y40-64,1,
3,U71 Цистит / сечова інфекція інша  ,2019-01,Чоловіча,y18-39,1,
3,U71 Цистит / сечова інфекція інша  ,2019-01,Жіноча,y65+,1,1.0
5,T89 Інсулінозалежний цукровий діабет  ,2019-01,Чоловіча,y40-64,2,
5,T89 Інсулінозалежний цукровий діабет  ,2019-01,Чоловіча,y18-39,1,1.0
5,T89 Інсулінозалежний цукровий діабет  ,2019-01,Жіноча,y65+,1,1.0
1,K76 ІХС без стенокардії  ,2019-01,Жіноча,y40-64,95,64.0
5,T89 Інсулінозалежний цукровий діабет  ,2019-01,Жіноча,y40-64,4,2.0
3,U71 Цистит / сечова інфекція інша  ,2019-01,Жіноча,y40-64,11,5.0
3,U71 Цистит / сечова інфекція інша  ,2019-01,Жіноча,y18-39,14,7.0
5,B70 Лімфаденіт гострий  ,2019-01,Чоловіча,y6-17,1,
3,U70 Пієлонефрит / пієліт  ,2019-01,Чоловіча,y18-39,4,1.0
3,U70 Пієлонефрит / пієліт  ,2019-01,Жіноча,y65+,1,1.0
3,U70 Пієлонефрит / пієліт  ,2019-01,Жіноча,y6-17,1,1.0
3,U70 Пієлонефрит / пієліт  ,2019-01,Жіноча,y18-39,2,
1,K76 ІХС без стенокардії  ,2019-01,Жіноча,,20,12.0
3,U71 Цистит / сечова інфекція інша  ,2019-01,Жіноча,y6-17,1,1.0
1,K77 Серцева недостатність  ,2019-01,Чоловіча,y65+,1,1.0
1,K80 Серцева аритмія БДУ  ,2019-01,Жіноча,y18-39,1,
1,K80 Серцева аритмія БДУ  ,2019-01,Жіноча,y65+,4,2.0
3,"S99 Шкірні захворювання, інші  ",2019-01,Жіноча,y0-5,1,1.0
3,S88 Контактний/алергічний дерматит  ,2019-01,Чоловіча,y18-39,3,1.0
3,S88 Контактний/алергічний дерматит  ,2019-01,Чоловіча,y0-5,2,2.0
3,S88 Контактний/алергічний дерматит  ,2019-01,Жіноча,y65+,1,1.0
3,S88 Контактний/алергічний дерматит  ,2019-01,Жіноча,y6-17,2,
3,S88 Контактний/алергічний дерматит  ,2019-01,Жіноча,y18-39,2,2.0
1,K85 Підвищений артеріальний тиск  ,2019-01,Жіноча,,1,1.0
1,K85 Підвищений артеріальний тиск  ,2019-01,Жіноча,y40-64,5,4.0
3,"S99 Шкірні захворювання, інші  ",2019-01,Жіноча,y18-39,1,1.0
1,K85 Підвищений артеріальний тиск  ,2019-01,Жіноча,y65+,7,5.0
1,K85 Підвищений артеріальний тиск  ,2019-01,Чоловіча,y40-64,5,1.0
1,K85 Підвищений артеріальний тиск  ,2019-01,Чоловіча,y6-17,1,1.0
1,K85 Підвищений артеріальний тиск  ,2019-01,Чоловіча,y65+,3,1.0
3,S87 Дерматит / атопічна екзема  ,2019-01,Чоловіча,y6-17,2,
3,S87 Дерматит / атопічна екзема  ,2019-01,Чоловіча,y0-5,1,1.0
3,S87 Дерматит / атопічна екзема  ,2019-01,Жіноча,y6-17,2,2.0
3,S87 Дерматит / атопічна екзема  ,2019-01,Жіноча,y40-64,1,1.0
3,S87 Дерматит / атопічна екзема  ,2019-01,Жіноча,y0-5,2,1.0
1,K85 Підвищений артеріальний тиск  ,2019-01,Чоловіча,,2,1.0
3,"S99 Шкірні захворювання, інші  ",2019-01,Жіноча,y40-64,1,1.0
3,"S99 Шкірні захворювання, інші  ",2019-01,Жіноча,y65+,1,
3,"S99 Шкірні захворювання, інші  ",2019-01,Чоловіча,y0-5,1,1.0
1,K80 Серцева аритмія БДУ  ,2019-01,Чоловіча,y40-64,2,2.0
1,K80 Серцева аритмія БДУ  ,2019-01,Чоловіча,y65+,2,1.0
3,T89 Інсулінозалежний цукровий діабет  ,2019-01,Чоловіча,y65+,2,
3,T89 Інсулінозалежний цукровий діабет  ,2019-01,Чоловіча,y40-64,6,3.0
3,T89 Інсулінозалежний цукровий діабет  ,2019-01,Жіноча,y65+,7,6.0
3,T89 Інсулінозалежний цукровий діабет  ,2019-01,Жіноча,y40-64,5,2.0
3,T89 Інсулінозалежний цукровий діабет  ,2019-01,Жіноча,y18-39,5,3.0
3,T86 Гіпотиреоїдизм / мікседема  ,2019-01,Жіноча,y65+,2,1.0
1,K84 Хвороби серця інші  ,2019-01,Жіноча,y18-39,1,1.0
1,K84 Хвороби серця інші  ,2019-01,Жіноча,y40-64,13,9.0
1,K84 Хвороби серця інші  ,2019-01,Жіноча,y6-17,1,1.0
1,K84 Хвороби серця інші  ,2019-01,Жіноча,y65+,12,6.0
1,K84 Хвороби серця інші  ,2019-01,Чоловіча,,1,1.0
1,K84 Хвороби серця інші  ,2019-01,Чоловіча,y40-64,3,1.0
1,K84 Хвороби серця інші  ,2019-01,Чоловіча,y6-17,4,3.0
1,K84 Хвороби серця інші  ,2019-01,Чоловіча,y65+,9,5.0
3,T81 Зоб  ,2019-01,Жіноча,y6-17,1,1.0
3,"S99 Шкірні захворювання, інші  ",2019-01,Чоловіча,y65+,2,
3,"S99 Шкірні захворювання, інші  ",2019-01,Чоловіча,y40-64,1,
3,U95 Сечокам'яна хвороба ,2019-01,Чоловіча,y65+,3,2.0
5,D01 Біль у животі /кольки без локалізації  ,2019-01,Жіноча,y6-17,3,3.0
1,K74 ІХС із стенокардією  ,2019-01,Чоловіча,y65+,23,13.0
1,K74 ІХС із стенокардією  ,2019-01,Чоловіча,,9,7.0
5,A98 Підтримання здоров'я / профілактика  ,2019-01,Чоловіча,y65+,1,
5,T90 Інсулінонезалежний цукровий діабет  ,2019-01,Чоловіча,y65+,6,4.0
5,T90 Інсулінонезалежний цукровий діабет  ,2019-01,Чоловіча,y40-64,3,1.0
1,H70 Зовнішній отит  ,2019-01,Жіноча,,1,1.0
1,H70 Зовнішній отит  ,2019-01,Жіноча,y18-39,1,1.0
1,H70 Зовнішній отит  ,2019-01,Жіноча,y6-17,1,
1,H70 Зовнішній отит  ,2019-01,Чоловіча,y18-39,1,1.0
1,H70 Зовнішній отит  ,2019-01,Чоловіча,y6-17,1,1.0
5,A98 Підтримання здоров'я / профілактика  ,2019-01,Чоловіча,y6-17,11,9.0
4,A98 Підтримання здоров'я / профілактика  ,2019-01,Чоловіча,y65+,6,6.0
4,A98 Підтримання здоров'я / профілактика  ,2019-01,Чоловіча,y18-39,9,6.0
4,A98 Підтримання здоров'я / профілактика  ,2019-01,Жіноча,y65+,9,5.0
4,A98 Підтримання здоров'я / профілактика  ,2019-01,Жіноча,y40-64,17,12.0
4,A98 Підтримання здоров'я / профілактика  ,2019-01,Жіноча,y18-39,8,6.0
4,A98 Підтримання здоров'я / профілактика  ,2019-01,Жіноча,,1,1.0
5,T90 Інсулінонезалежний цукровий діабет  ,2019-01,Жіноча,y65+,14,9.0
5,T90 Інсулінонезалежний цукровий діабет  ,2019-01,Жіноча,y40-64,12,7.0
1,H71 Гострий середній отит / мірингіт  ,2019-01,Жіноча,y0-5,1,1.0
4,A98 Підтримання здоров'я / профілактика  ,2019-01,Чоловіча,y40-64,5,3.0
1,H71 Гострий середній отит / мірингіт  ,2019-01,Жіноча,y18-39,2,2.0
5,A98 Підтримання здоров'я / профілактика  ,2019-01,Чоловіча,y40-64,1,1.0
5,A98 Підтримання здоров'я / профілактика  ,2019-01,Чоловіча,y0-5,9,9.0
4,D87 Розлад функції шлунку  ,2019-01,Жіноча,y40-64,1,1.0
1,"F99 Захворювання ока/придатків, інші  ",2019-01,Жіноча,y40-64,1,1.0
1,"F99 Захворювання ока/придатків, інші  ",2019-01,Жіноча,y6-17,1,1.0
1,"F99 Захворювання ока/придатків, інші  ",2019-01,Чоловіча,,3,2.0
1,"F99 Захворювання ока/придатків, інші  ",2019-01,Чоловіча,y6-17,3,3.0
4,D85 Виразка дванадцятипалої кишки  ,2019-01,Жіноча,y65+,1,1.0
4,D83 Захворювання роту / язика / губ  ,2019-01,Жіноча,y18-39,1,1.0
4,D75 Злоякісне новоутв. товстої / прямої кишки  ,2019-01,Чоловіча,y40-64,2,1.0
5,A98 Підтримання здоров'я / профілактика  ,2019-01,Чоловіча,y18-39,2,1.0
4,D01 Біль у животі /кольки без локалізації  ,2019-01,Чоловіча,y40-64,1,1.0
4,"B99 Інші захворювання (кров, лімф.орг.,селез)  ",2019-01,Жіноча,y40-64,2,1.0
4,B80 Залізодефіцитна анемія  ,2019-01,Чоловіча,y65+,1,1.0
4,B80 Залізодефіцитна анемія  ,2019-01,Жіноча,y40-64,1,
5,A98 Підтримання здоров'я / профілактика  ,2019-01,Жіноча,y0-5,15,13.0
5,A98 Підтримання здоров'я / профілактика  ,2019-01,Жіноча,y18-39,2,2.0
5,A98 Підтримання здоров'я / профілактика  ,2019-01,Жіноча,y40-64,1,1.0
5,A98 Підтримання здоров'я / профілактика  ,2019-01,Жіноча,y6-17,7,3.0
5,A98 Підтримання здоров'я / профілактика  ,2019-01,Жіноча,y65+,1,
4,"B99 Інші захворювання (кров, лімф.орг.,селез)  ",2019-01,Чоловіча,,1,1.0
1,H71 Гострий середній отит / мірингіт  ,2019-01,Жіноча,y6-17,1,1.0
1,H71 Гострий середній отит / мірингіт  ,2019-01,Чоловіча,y0-5,1,1.0
1,H71 Гострий середній отит / мірингіт  ,2019-01,Чоловіча,y18-39,2,2.0
4,A03 Лихоманка  ,2019-01,Чоловіча,y18-39,1,1.0
4,A03 Лихоманка  ,2019-01,Жіноча,y65+,1,1.0
4,A03 Лихоманка  ,2019-01,Жіноча,y6-17,1,1.0
4,A03 Лихоманка  ,2019-01,Жіноча,y40-64,4,4.0
4,A03 Лихоманка  ,2019-01,Жіноча,y18-39,3,3.0
3,X76 Злоякісні новоутворення молочної залози ,2019-01,Жіноча,y65+,2,1.0
